split,sent_id,token_id,token,lemma,upos,head,deprel
train,ParlaMint-UA_2004-11-27-m0.u23.p14.lang1.s10,12,всій,весь,DET,13,det
train,ParlaMint-UA_2004-11-27-m0.u23.p14.lang1.s10,13,території,територія,NOUN,15,obl
train,ParlaMint-UA_2004-11-27-m0.u23.p14.lang1.s10,14,України,Україна,PROPN,13,nmod
train,ParlaMint-UA_2004-11-27-m0.u23.p14.lang1.s10,15,відновити,відновити,VERB,9,xcomp
train,ParlaMint-UA_2004-11-27-m0.u23.p14.lang1.s10,16,статус-кво,статус-кво,NOUN,15,obj
train,ParlaMint-UA_2004-11-27-m0.u23.p14.lang1.s10,17,.,.,PUNCT,1,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p15.lang1.s1,1,Шановні,шановний,ADJ,3,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p15.lang1.s1,2,народні,народний,ADJ,3,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p15.lang1.s1,3,депутати,депутат,NOUN,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p15.lang1.s1,4,!,!,PUNCT,3,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p15.lang1.s2,1,Заспокойтеся,заспокоїтися,VERB,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p15.lang1.s2,2,!,!,PUNCT,1,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p15.lang1.s3,1,Заспокойтеся,заспокоїтися,VERB,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p15.lang1.s3,2,",",",",PUNCT,3,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p15.lang1.s3,3,будь,бути,VERB,1,parataxis
train,ParlaMint-UA_2004-11-27-m0.u23.p15.lang1.s3,4,ласка,ласка,NOUN,3,fixed
train,ParlaMint-UA_2004-11-27-m0.u23.p15.lang1.s3,5,.,.,PUNCT,1,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p15.lang1.s4,1,Заспокойтеся,заспокоїтися,VERB,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p15.lang1.s4,2,.,.,PUNCT,1,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p16.lang1.s1,1,Політична,політичний,ADJ,2,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p16.lang1.s1,2,криза,криза,NOUN,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p16.lang1.s1,3,.,.,PUNCT,2,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s1,1,Шановні,шановний,ADJ,3,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s1,2,народні,народний,ADJ,3,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s1,3,депутати,депутат,NOUN,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s1,4,!,!,PUNCT,3,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,1,Зараз,зараз,ADV,3,advmod
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,2,я,я,PRON,3,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,3,скажу,сказати,VERB,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,4,про,про,ADP,5,case
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,5,Кабінет,кабінет,NOUN,3,obl
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,6,Міністрів,міністр,NOUN,5,nmod
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,7,",",",",PUNCT,11,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,8,про,про,ADP,9,case
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,9,блокування,блокування,NOUN,11,orphan
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,10,в,в,ADP,11,case
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,11,кінці,кінець,NOUN,3,parataxis
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,12,",",",",PUNCT,13,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,13,дайте,дати,VERB,3,parataxis
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,14,можливість,можливість,NOUN,13,obj
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s2,15,.,.,PUNCT,3,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s3,1,Іван,Іван,PROPN,5,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s3,2,Олександрович,Олександрович,PROPN,1,flat:name
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s3,3,",",",",PUNCT,5,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s3,4,не,не,PART,5,advmod:neg
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s3,5,стрибайте,стрибати,VERB,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s3,6,по,по,ADP,7,case
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s3,7,залі,зала,NOUN,5,obl
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang1.s3,8,.,.,PUNCT,5,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang2.s1,1,Все,все,PRON,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p17.lang2.s1,2,.,.,PUNCT,1,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s1,1,Політична,політичний,ADJ,2,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s1,2,криза,криза,NOUN,8,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s1,3,",",",",PUNCT,6,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s1,4,шановні,шановний,ADJ,6,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s1,5,народні,народний,ADJ,6,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s1,6,депутати,депутат,NOUN,2,vocative
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s1,7,",",",",PUNCT,6,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s1,8,досягла,досягти,VERB,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s1,9,найвищої,найвищий,ADJ,10,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s1,10,фази,фаза,NOUN,8,obl:arg
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s1,11,.,.,PUNCT,8,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,1,Я,я,PRON,2,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,2,думаю,думати,VERB,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,3,",",",",PUNCT,5,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,4,це,це,PRON,5,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,5,констатація,констатація,NOUN,2,ccomp
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,6,",",",",PUNCT,9,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,7,про,про,ADP,8,case
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,8,яку,який,PRON,11,obl
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,9,потрібно,потрібно,ADV,5,acl:relcl
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,10,нам,ми,PRON,9,iobj
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,11,зафіксувати,зафіксувати,VERB,9,csubj
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,12,і,і,CCONJ,15,cc
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,13,яку,який,PRON,16,obj
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,14,нам,ми,PRON,15,iobj
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,15,потрібно,потрібно,ADV,9,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,16,сказати,сказати,VERB,15,csubj
train,ParlaMint-UA_2004-11-27-m0.u23.p18.lang1.s2,17,.,.,PUNCT,2,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,1,Сьогодні,сьогодні,ADV,5,advmod
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,2,верхи,верх,NOUN,5,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,3,вже,вже,ADV,5,advmod
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,4,не,не,PART,5,advmod:neg
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,5,можуть,могти,VERB,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,6,впливати,впливати,VERB,5,xcomp
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,7,на,на,ADP,8,case
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,8,ситуацію,ситуація,NOUN,6,obl
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,9,",",",",PUNCT,13,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,10,низи,низ,NOUN,13,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,11,ще,ще,ADV,13,advmod
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,12,не,не,PART,13,advmod:neg
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,13,можуть,могти,VERB,5,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p19.lang1.s1,14,.,.,PUNCT,5,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,1,Відтак,відтак,ADV,3,advmod
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,2,",",",",PUNCT,1,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,3,відбувається,відбуватися,VERB,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,4,радикалізація,радикалізація,NOUN,3,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,5,суспільства,суспільство,NOUN,4,nmod
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,6,",",",",PUNCT,8,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,7,суспільного,суспільний,ADJ,8,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,8,життя,життя,NOUN,5,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,9,",",",",PUNCT,11,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,10,ми,ми,PRON,11,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,11,маємо,мати,VERB,3,parataxis
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,12,",",",",PUNCT,13,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,13,фактично,фактично,ADV,11,advmod
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,14,",",",",PUNCT,13,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,15,сьогодні,сьогодні,ADV,11,advmod
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,16,революційну,революційний,ADJ,17,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,17,ситуацію,ситуація,NOUN,11,obj
train,ParlaMint-UA_2004-11-27-m0.u23.p20.lang1.s1,18,.,.,PUNCT,3,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,1,Реальністю,реальність,NOUN,6,obl
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,2,",",",",PUNCT,4,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,3,як,як,SCONJ,4,mark
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,4,ніколи,ніколи,ADV,6,advcl
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,5,",",",",PUNCT,4,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,6,стає,ставати,VERB,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,7,задіяння,задіяння,NOUN,6,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,8,останнього,останній,ADJ,9,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,9,аргументу,аргумент,NOUN,7,nmod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,10,-,-,PUNCT,11,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,11,підведення,підведення,NOUN,9,appos
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,12,людей,людина,NOUN,11,nmod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,13,до,до,ADP,14,case
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,14,сутичок,сутичка,NOUN,11,nmod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,15,",",",",PUNCT,18,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,16,і,і,CCONJ,18,cc
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,17,це,це,PRON,18,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,18,реальність,реальність,NOUN,6,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,19,",",",",PUNCT,24,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,20,і,і,CCONJ,24,cc
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,21,саме,саме,PART,23,discourse
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,22,Верховна,верховний,ADJ,23,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,23,Рада,рада,NOUN,24,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,24,має,мати,VERB,6,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,25,зупинити,зупинити,VERB,24,xcomp
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,26,це,це,PRON,25,obj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,27,",",",",PUNCT,28,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,28,прийнявши,прийняти,VERB,25,advcl
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,29,відповідне,відповідний,ADJ,30,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,30,рішення,рішення,NOUN,28,obj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,31,",",",",PUNCT,33,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,32,відповідне,відповідний,ADJ,33,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,33,звернення,звернення,NOUN,30,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,34,",",",",PUNCT,36,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,35,відповідне,відповідний,ADJ,36,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,36,попередження,попередження,NOUN,30,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,37,щодо,щодо,ADP,39,case
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,38,тих,той,DET,39,det
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,39,осіб,особа,NOUN,36,nmod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,40,",",",",PUNCT,43,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,41,щодо,щодо,ADP,43,case
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,42,тих,той,DET,43,det
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,43,гілок,гілка,NOUN,39,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,44,влади,влада,NOUN,43,nmod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,45,",",",",PUNCT,48,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,46,щодо,щодо,ADP,48,case
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,47,тих,той,DET,48,det
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,48,ланок,ланка,NOUN,39,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,49,державного,державний,ADJ,50,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,50,управління,управління,NOUN,48,nmod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,51,",",",",PUNCT,53,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,52,які,який,PRON,53,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,53,відповідальні,відповідальний,ADJ,48,acl:relcl
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,54,за,за,ADP,55,case
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,55,це,це,PRON,53,obl
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s1,56,.,.,PUNCT,6,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,1,Зараз,зараз,ADV,8,advmod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,2,",",",",PUNCT,4,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,3,як,як,SCONJ,4,mark
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,4,ніколи,ніколи,ADV,8,advcl
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,5,",",",",PUNCT,4,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,6,Верховна,верховний,ADJ,7,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,7,Рада,рада,NOUN,8,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,8,має,мати,VERB,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,9,продемонструвати,продемонструвати,VERB,8,xcomp
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,10,розсудливість,розсудливість,NOUN,9,obj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,11,і,і,CCONJ,12,cc
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,12,відповідальність,відповідальність,NOUN,10,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,13,",",",",PUNCT,21,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,14,саме,саме,PART,15,discourse
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,15,вона,вона,PRON,21,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,16,своєю,свій,DET,17,det
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,17,позицією,позиція,NOUN,25,obl
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,18,",",",",PUNCT,20,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,19,своїми,свій,DET,20,det
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,20,діями,дія,NOUN,17,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,21,повинна,повинний,ADJ,8,parataxis
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,22,",",",",PUNCT,24,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,23,просто,просто,PART,24,discourse
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,24,зобов'язана,зобов'язаний,ADJ,21,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,25,повернути,повернути,VERB,24,xcomp
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,26,процеси,процес,NOUN,25,obj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,27,у,у,ADP,29,case
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,28,легальне,легальний,ADJ,29,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,29,русло,русло,NOUN,25,obl
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,30,",",",",PUNCT,33,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,31,у,у,ADP,33,case
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,32,легальне,легальний,ADJ,33,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,33,річище,річище,NOUN,29,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,34,",",",",PUNCT,35,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,35,вийти,вийти,VERB,25,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,36,на,на,ADP,38,case
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,37,легальний,легальний,ADJ,38,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,38,результат,результат,NOUN,35,obl
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,39,через,через,ADP,41,case
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,40,політичні,політичний,ADJ,41,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,41,рішення,рішення,NOUN,35,obl
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,42,і,і,CCONJ,46,cc
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,43,тільки,тільки,PART,46,discourse
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,44,через,через,ADP,46,case
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,45,політичні,політичний,ADJ,46,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,46,рішення,рішення,NOUN,41,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s2,47,.,.,PUNCT,8,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,1,Сьогодні,сьогодні,ADV,3,advmod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,2,ще,ще,ADV,3,advmod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,3,можна,можна,ADV,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,4,це,це,PRON,5,obj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,5,зробити,зробити,VERB,3,csubj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,6,",",",",PUNCT,13,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,7,завтра,завтра,ADV,13,advmod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,8,",",",",PUNCT,10,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,9,я,я,PRON,10,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,10,думаю,думати,VERB,13,parataxis
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,11,",",",",PUNCT,10,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,12,буде,бути,AUX,13,cop
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,13,запізно,запізно,ADV,3,parataxis
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,14,",",",",PUNCT,23,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,15,і,і,CCONJ,23,cc
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,16,тоді,тоді,ADV,23,advmod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,17,така,такий,DET,18,det
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,18,позиція,позиція,NOUN,23,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,19,Верховної,верховний,ADJ,20,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,20,Ради,рада,NOUN,18,nmod
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,21,не,не,PART,23,advmod:neg
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,22,буде,бути,AUX,23,cop
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,23,потрібна,потрібний,ADJ,13,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p21.lang1.s3,24,.,.,PUNCT,3,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s1,1,Треба,треба,ADV,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s1,2,.,.,PUNCT,1,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,1,Я,я,PRON,6,nsubj
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,2,",",",",PUNCT,4,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,3,шановні,шановний,ADJ,4,amod
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,4,колеги,колега,NOUN,6,vocative
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,5,",",",",PUNCT,4,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,6,скажу,сказати,VERB,0,root
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,7,вам,ви,PRON,6,iobj
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,8,прямо,прямо,ADV,6,advmod
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,9,",",",",PUNCT,10,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,10,вибачте,вибачити,VERB,6,parataxis
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,11,за,за,ADP,12,case
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,12,відвертість,відвертість,NOUN,10,obl
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,13,",",",",PUNCT,14,punct
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,14,відмовитися,відмовитися,VERB,6,parataxis
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,15,від,від,ADP,16,case
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,16,фарисейства,фарисейство,NOUN,14,obl
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,17,і,і,CCONJ,18,cc
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,18,прислужництва,прислужництво,NOUN,16,conj
train,ParlaMint-UA_2004-11-27-m0.u23.p22.lang1.s2,19,.,.,PUNCT,6,punct
