sent_id,processed_text,lemma_text,upos_seq
ParlaMint-UA_2022-01-25-m0.u221.p17.lang1.s1,"Готові голосувати , шановні колеги ?","готовий голосувати , шановний колега ?",ADJ VERB PUNCT ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p17.lang1.s2,Прошу голосувати .,просити голосувати .,VERB VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p18.lang1.s1,За - 259,за - 259,ADP PUNCT NUM
ParlaMint-UA_2022-01-25-m0.u221.p19.lang1.s1,Рішення прийнято .,рішення прийняти .,NOUN VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p2.lang1.s1,"Шановні колеги , я ставлю на врахування 77 поправку народного депутата Бакумова .","шановний колега , я ставити на врахування 77 поправка народний депутат Бакумов .",ADJ NOUN PUNCT PRON VERB ADP NOUN ADJ NOUN ADJ NOUN PROPN PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p2.lang1.s2,Комітет пропонує відхилити .,комітет пропонувати відхилити .,NOUN VERB VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p2.lang1.s3,"Будь ласка , прошу визначатись та голосувати .","бути ласка , просити визначатися та голосувати .",VERB NOUN PUNCT VERB VERB CCONJ VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p20.lang1.s1,Далі .,далі .,ADV PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p20.lang1.s2,Я ставлю пропозицію проголосувати ad hoc щодо розгляду та прийняття рішення на цьому пленарному засіданні саме законопроекту 6103 .,я ставити пропозиція проголосувати ad hoc щодо розгляд та прийняття рішення на цей пленарний засідання саме законопроект 6103 .,PRON VERB NOUN VERB X X ADP NOUN CCONJ NOUN NOUN ADP DET ADJ NOUN PART NOUN NUM PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p20.lang1.s3,Готові голосувати ?,готовий голосувати ?,ADJ VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p20.lang1.s4,Прошу голосувати .,просити голосувати .,VERB VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p21.lang1.s1,За - 263,за - 263,ADP PUNCT NUM
ParlaMint-UA_2022-01-25-m0.u221.p22.lang1.s1,Рішення прийнято .,рішення прийняти .,NOUN VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p23.lang1.s1,І також я ставлю пропозицію розглянути це питання за скороченою процедурою .,і також я ставити пропозиція розглянути цей питання за скорочений процедура .,CCONJ ADV PRON VERB NOUN VERB DET NOUN ADP ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p23.lang1.s2,Прошу підтримати та проголосувати .,просити підтримати та проголосувати .,VERB VERB CCONJ VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p24.lang1.s1,За - 233,за - 233,ADP PUNCT NUM
ParlaMint-UA_2022-01-25-m0.u221.p25.lang1.s1,Рішення прийнято .,рішення прийняти .,NOUN VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p26.lang1.s1,Я запрошую до слова заступницю міністра розвитку громад та територій Хоцянівську Наталію Володимирівну .,я запрошувати до слово заступниця міністр розвиток громада та територія Хоцянівська Наталія Володимирівна .,PRON VERB ADP NOUN NOUN NOUN NOUN NOUN CCONJ NOUN PROPN PROPN PROPN PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p26.lang1.s2,"Будь ласка , Наталія Володимирівна , 2 хвилини .","бути ласка , Наталія Володимирівна , 2 хвилина .",VERB NOUN PUNCT PROPN PROPN PUNCT NUM NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p3.lang1.s1,За - 102,за - 102,ADP PUNCT NUM
ParlaMint-UA_2022-01-25-m0.u221.p4.lang1.s1,Рішення не прийнято .,рішення не прийняти .,NOUN PART VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p5.lang1.s1,"Шановні колеги , ми провели обговорення цього законопроекту .","шановний колега , ми провести обговорення цей законопроект .",ADJ NOUN PUNCT PRON VERB NOUN DET NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p5.lang1.s2,"Тому я вношу пропозицію комітету прийняти в другому читанні та в цілому з необхідними техніко-юридичними поправками проект Закону про внесення змін до Кримінального кодексу України щодо встановлення відповідальності за підробку документів , що стосуються проведення профілактичних щеплень ( реєстраційний номер проекту 6084 ) .","тому я вносити пропозиція комітет прийняти в другий читання та в ціле з необхідний техніко-юридичний поправка проект закон про внесення зміна до кримінальний кодекс Україна щодо встановлення відповідальність за підробка документ , що стосуватися проведення профілактичний щеплення ( реєстраційний номер проект 6084 ) .",ADV PRON VERB NOUN NOUN VERB ADP ADJ NOUN CCONJ ADP NOUN ADP ADJ ADJ NOUN NOUN NOUN ADP NOUN NOUN ADP ADJ NOUN PROPN ADP NOUN NOUN ADP NOUN NOUN PUNCT SCONJ VERB NOUN ADJ NOUN PUNCT ADJ NOUN NOUN NUM PUNCT PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p6.lang1.s1,Готові голосувати ?,готовий голосувати ?,ADJ VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p6.lang1.s2,Прошу голосувати .,просити голосувати .,VERB VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p7.lang1.s1,За - 186,за - 186,ADP PUNCT NUM
ParlaMint-UA_2022-01-25-m0.u221.p8.lang1.s1,Рішення не прийнято .,рішення не прийняти .,NOUN PART VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u221.p9.lang1.s1,"Шановні колеги , я ставлю пропозицію повернути комітету на доопрацювання з наступним поданням на повторне друге читання .","шановний колега , я ставити пропозиція повернути комітет на доопрацювання з наступний подання на повторний другий читання .",ADJ NOUN PUNCT PRON VERB NOUN VERB NOUN ADP NOUN ADP ADJ NOUN ADP ADJ ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u222.p1.lang1.s1,"Шановна президія , шановні народні депутати , на сьогодні "" Прикінцевими та перехідними положеннями "" Закону України "" Про житлово-комунальні послуги "" встановлено обов'язок виконавчого органу місцевих рад оголосити і провести конкурс з призначення управителя багатоквартирним будинком до 1 травня 2021 року .","шановний президія , шановний народний депутат , на сьогодні "" прикінцевий та перехідний положення "" закон Україна "" про житлово-комунальний послуга "" встановити обов'язок виконавчий орган місцевий рада оголосити і провести конкурс з призначення управитель багатоквартирний будинок до 1 травень 2021 рік .",ADJ NOUN PUNCT ADJ ADJ NOUN PUNCT ADP ADV PUNCT ADJ CCONJ ADJ NOUN PUNCT NOUN PROPN PUNCT ADP ADJ NOUN PUNCT VERB NOUN ADJ NOUN ADJ NOUN VERB CCONJ VERB NOUN ADP NOUN NOUN ADJ NOUN ADP ADJ NOUN ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u222.p1.lang1.s2,"Однак враховуючи , що Закон України 1060 набрав чинності саме з 1 травня 2021 року , виконання вказаного положення стало неможливим .","однак враховувати , що закон Україна 1060 набрати чинність саме з 1 травень 2021 рік , виконання вказаний положення стати неможливий .",CCONJ VERB PUNCT SCONJ NOUN PROPN NUM VERB NOUN PART ADP ADJ NOUN ADJ NOUN PUNCT NOUN ADJ NOUN VERB ADJ PUNCT
ParlaMint-UA_2022-01-25-m0.u222.p2.lang1.s1,"Проектом закону пропонується продовжити строк щодо оголошення та проведення конкурсу з призначення управителя багатоквартирного будинку по будинках , в яких не створено об'єднання співвласників багатоквартирного будинку та мешканці багатоквартирних будинків не визначилися з формою управління , і раніше не було проведено і оголошено такий конкурс , з 1 березня 2022 року .","проект закон пропонуватися продовжити строк щодо оголошення та проведення конкурс з призначення управитель багатоквартирний будинок по будинок , в який не створити об'єднання співвласник багатоквартирний будинок та мешканець багатоквартирний будинок не визначитися з форма управління , і раніше не бути провести і оголосити такий конкурс , з 1 березень 2022 рік .",NOUN NOUN VERB VERB NOUN ADP NOUN CCONJ NOUN NOUN ADP NOUN NOUN ADJ NOUN ADP NOUN PUNCT ADP DET PART VERB NOUN NOUN ADJ NOUN CCONJ NOUN ADJ NOUN PART VERB ADP NOUN NOUN PUNCT CCONJ ADV PART AUX VERB CCONJ VERB DET NOUN PUNCT ADP ADJ NOUN ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u222.p3.lang1.s1,"Прийняття Закону України є необхідним для завершення перехідного періоду до надання послуг з управління багатоквартирним будинком , адже станом на 1 жовтня 2021 року мешканці майже 48 тисяч багатоквартирних будинків живуть за попереднім законодавством .","прийняття закон Україна бути необхідний для завершення перехідний період до надання послуга з управління багатоквартирний будинок , адже стан на 1 жовтень 2021 рік мешканець майже 48 тисяча багатоквартирний будинок жити за попередній законодавство .",NOUN NOUN PROPN AUX ADJ ADP NOUN ADJ NOUN ADP NOUN NOUN ADP NOUN ADJ NOUN PUNCT SCONJ NOUN ADP ADJ NOUN ADJ NOUN NOUN ADV NUM NOUN ADJ NOUN VERB ADP ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u222.p4.lang1.s1,"Прошу підтримати , шановні народні депутати .","просити підтримати , шановний народний депутат .",VERB VERB PUNCT ADJ ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u222.p4.lang1.s2,Дякую за увагу .,дякувати за увага .,VERB ADP NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u223.p1.lang1.s1,Дякую .,дякувати .,VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u223.p2.lang1.s1,"Я запрошую до слова співдоповідача , голову підкомітету Комітету з питань енергетики та житлово-комунальних послуг Євгена Павловича Пивоварова .","я запрошувати до слово співдоповідач , голова підкомітет комітет з питання енергетика та житлово-комунальний послуга Євген Павлович Пивоваров .",PRON VERB ADP NOUN NOUN PUNCT NOUN NOUN NOUN ADP NOUN NOUN CCONJ ADJ NOUN PROPN PROPN PROPN PUNCT
ParlaMint-UA_2022-01-25-m0.u223.p2.lang1.s2,"Будь ласка , Євген Павлович .","бути ласка , Євген Павлович .",VERB NOUN PUNCT PROPN PROPN PUNCT
ParlaMint-UA_2022-01-25-m0.u224.p1.lang1.s1,"Дякую вам , шановний пане Голово .","дякувати ви , шановний пан голова .",VERB PRON PUNCT ADJ NOUN NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u224.p2.lang1.s1,"Шановні народні депутати , Комітетом Верховної Ради з питань енергетики та житлово-комунальних послуг на своєму засіданні було розглянуто від 15 грудня 2021 року урядовий законопроект щодо внесення змін до розділу VI "" Перехідних положень "" Закону України "" Про житлово-комунальні послуги "" ( № 6103 ) .","шановний народний депутат , комітет верховний рада з питання енергетика та житлово-комунальний послуга на свій засідання бути розглянути від 15 грудень 2021 рік урядовий законопроект щодо внесення зміна до розділ VI "" перехідний положення "" закон Україна "" про житлово-комунальний послуга "" ( № 6103 ) .",ADJ ADJ NOUN PUNCT NOUN ADJ NOUN ADP NOUN NOUN CCONJ ADJ NOUN ADP DET NOUN AUX VERB ADP ADJ NOUN ADJ NOUN ADJ NOUN ADP NOUN NOUN ADP NOUN ADJ PUNCT ADJ NOUN PUNCT NOUN PROPN PUNCT ADP ADJ NOUN PUNCT PUNCT NOUN NUM PUNCT PUNCT
ParlaMint-UA_2022-01-25-m0.u224.p3.lang1.s1,"Проектом пропонується перенесення встановленого законом терміну з 1 травня 2021 року до 1 березня 2022 року обов'язків щодо виконавчих органів міських влад щодо оголошення та проведення конкурсу з обрання управителів багатоквартирними будинками у разі , якщо до того часу вони не були оголошені та співвласники багатоквартирних будинків не обрали інший орган управління .","проект пропонуватися перенесення встановлений закон термін з 1 травень 2021 рік до 1 березень 2022 рік обов'язок щодо виконавчий орган міський влада щодо оголошення та проведення конкурс з обрання управитель багатоквартирний будинок у раз , якщо до той час вони не бути оголошений та співвласник багатоквартирний будинок не обрати інший орган управління .",NOUN VERB NOUN ADJ NOUN NOUN ADP ADJ NOUN ADJ NOUN ADP ADJ NOUN ADJ NOUN NOUN ADP ADJ NOUN ADJ NOUN ADP NOUN CCONJ NOUN NOUN ADP NOUN NOUN ADJ NOUN ADP NOUN PUNCT SCONJ ADP DET NOUN PRON PART AUX ADJ CCONJ NOUN ADJ NOUN PART VERB DET NOUN NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u224.p4.lang1.s1,Головним науковим управлінням від 10 грудня 2021 року було рекомендовано Верховній Раді щодо прийняття даного проекту закону .,головний науковий управління від 10 грудень 2021 рік бути рекомендувати верховний рада щодо прийняття даний проект закон .,ADJ ADJ NOUN ADP ADJ NOUN ADJ NOUN AUX VERB ADJ NOUN ADP NOUN ADJ NOUN NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u224.p4.lang1.s2,"Після розгляду Комітетом Верховної Ради з питань енергетики рекомендовано Верховній Раді щодо прийняття Закону "" Про житлово-комунальні послуги "" ( 6301 ) до порядку денного поточної сесії та прийняття його за розглядом після першого читання за основу .","після розгляд комітет верховний рада з питання енергетика рекомендувати верховний рада щодо прийняття закон "" про житлово-комунальний послуга "" ( 6301 ) до порядок денний поточний сесія та прийняття він за розгляд після перший читання за основа .",ADP NOUN NOUN ADJ NOUN ADP NOUN NOUN VERB ADJ NOUN ADP NOUN NOUN PUNCT ADP ADJ NOUN PUNCT PUNCT NUM PUNCT ADP NOUN ADJ ADJ NOUN CCONJ NOUN PRON ADP NOUN ADP ADJ NOUN ADP NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u224.p5.lang1.s1,"Шановні колеги , прошу вас підтримати .","шановний колега , просити ви підтримати .",ADJ NOUN PUNCT VERB PRON VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u224.p5.lang1.s2,Дякую вам за увагу .,дякувати ви за увага .,VERB PRON ADP NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u225.p1.lang1.s1,"Дякую , Євгене Павловичу .","дякувати , Євген Павлович .",VERB PUNCT PROPN PROPN PUNCT
ParlaMint-UA_2022-01-25-m0.u225.p2.lang1.s1,"Шановні колеги , є необхідність обговорити цей законопроект , тому , будь ласка , запишіться : два - за , два - проти .","шановний колега , бути необхідність обговорити цей законопроект , тому , бути ласка , записатися : два – за , два – проти .",ADJ NOUN PUNCT VERB NOUN VERB DET NOUN PUNCT ADV PUNCT VERB NOUN PUNCT VERB PUNCT NUM PUNCT ADP PUNCT NUM PUNCT ADV PUNCT
ParlaMint-UA_2022-01-25-m0.u225.p2.lang1.s2,"Будь ласка , все по Регламенту .","бути ласка , все по регламент .",VERB NOUN PUNCT PRON ADP NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u225.p3.lang1.s1,"Будь ласка , народний депутат Кривошеєв Ігор Сергійович , фракція політичної партії "" Слуга народу "" .","бути ласка , народний депутат Кривошеєв Ігор Сергійович , фракція політичний партія "" слуга народ "" .",VERB NOUN PUNCT ADJ NOUN PROPN PROPN PROPN PUNCT NOUN ADJ NOUN PUNCT NOUN NOUN PUNCT PUNCT
ParlaMint-UA_2022-01-25-m0.u226.p1.lang1.s1,Прошу передати слово Олександру Горенюку .,просити передати слово Олександр Горенюк .,VERB VERB NOUN PROPN PROPN PUNCT
ParlaMint-UA_2022-01-25-m0.u227.p1.lang1.s1,"Будь ласка , Олександр Горенюк .","бути ласка , Олександр Горенюк .",VERB NOUN PUNCT PROPN PROPN PUNCT
ParlaMint-UA_2022-01-25-m0.u228.p1.lang1.s1,"Вітаю , шановні колеги !","вітати , шановний колега !",VERB PUNCT ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u228.p1.lang1.s2,"Законопроект 6103 передбачає для виконавчого органу місцевого самоврядування обов'язок щодо оголошення проведення конкурсу з визначення управителя багатоквартирного будинку до 1 березня поточного року у разі , якщо це не було зроблено минулого року .","законопроект 6103 передбачати для виконавчий орган місцевий самоврядування обов'язок щодо оголошення проведення конкурс з визначення управитель багатоквартирний будинок до 1 березень поточний рік у раз , якщо це не бути зробити минулий рік .",NOUN NUM VERB ADP ADJ NOUN ADJ NOUN NOUN ADP NOUN NOUN NOUN ADP NOUN NOUN ADJ NOUN ADP ADJ NOUN ADJ NOUN ADP NOUN PUNCT SCONJ PRON PART AUX VERB ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u228.p1.lang1.s3,Проект має на меті завершення переходу на нові моделі відносин між співвласником багатоквартирних будинків та управителем .,проект мати на мета завершення перехід на новий модель відносини між співвласник багатоквартирний будинок та управитель .,NOUN VERB ADP NOUN NOUN NOUN ADP ADJ NOUN NOUN ADP NOUN ADJ NOUN CCONJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u228.p1.lang1.s4,"Там , де співвласники поводять себе пасивно і не визначають для себе модель утримання будинку - ОСББ чи то керуюча компанія , за них це прийматиме орган місцевого самоврядування на базі конкурсу .","там , де співвласник поводити себе пасивно і не визначати для себе модель утримання будинок – ОСББ чи то керуючий компанія , за вони це приймати орган місцевий самоврядування на база конкурс .",ADV PUNCT ADV NOUN VERB PRON ADV CCONJ PART VERB ADP PRON NOUN NOUN NOUN PUNCT NOUN CCONJ PART ADJ NOUN PUNCT ADP PRON PRON VERB NOUN ADJ NOUN ADP NOUN NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u228.p2.lang1.s1,"Я вважаю , що необхідно посилити інформування громадян про проведення конкурсу , адже це призведе до посилення конкуренції між керуючими компаніями .","я вважати , що необхідно посилити інформування громадянин про проведення конкурс , адже це призвести до посилення конкуренція між керуючий компанія .",PRON VERB PUNCT SCONJ ADV VERB NOUN NOUN ADP NOUN NOUN PUNCT SCONJ PRON VERB ADP NOUN NOUN ADP ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u228.p2.lang1.s2,"В Одесі , наприклад , дуже велика частина послуг , які надаються колишніми ЖКС , зовсім неякісні .","в Одеса , наприклад , дуже великий частина послуга , який надаватися колишній ЖКС , зовсім неякісний .",ADP PROPN PUNCT ADV PUNCT ADV ADJ NOUN NOUN PUNCT DET VERB ADJ NOUN PUNCT ADV ADJ PUNCT
ParlaMint-UA_2022-01-25-m0.u228.p2.lang1.s3,"Одесити масово незадоволені , і в мою приймальню майже кожного дня приходять люди саме з цього питання .","одесит масово незадоволений , і в мій приймальня майже кожний день приходити людина саме з цей питання .",NOUN ADV ADJ PUNCT CCONJ ADP DET NOUN ADV DET NOUN VERB NOUN PART ADP DET NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u228.p3.lang1.s1,"Тому я пропоную підтримати цей законопроект в першому читанні , проголосувати "" за "" , бо він суттєво підвищить конкуренцію між керуючими компаніями та дозволить громадянам України , одеситам отримати більш якісні житлово-комунальні послуги .","тому я пропонувати підтримати цей законопроект в перший читання , проголосувати "" за "" , бо він суттєво підвищити конкуренція між керуючий компанія та дозволити громадянин Україна , одесит отримати більш якісний житлово-комунальний послуга .",ADV PRON VERB VERB DET NOUN ADP ADJ NOUN PUNCT VERB PUNCT ADP PUNCT PUNCT SCONJ PRON ADV VERB NOUN ADP ADJ NOUN CCONJ VERB NOUN PROPN PUNCT NOUN VERB ADV ADJ ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u228.p4.lang1.s1,Дякую .,дякувати .,VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u229.p1.lang1.s1,Дякую .,дякувати .,VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u229.p2.lang1.s1,"Слово надається Олексію Юрійовичу Кучеренку , фракція "" Батьківщина "" .","слово надаватися Олексій Юрійович Кучеренко , фракція "" Батьківщина "" .",NOUN VERB PROPN PROPN PROPN PUNCT NOUN PUNCT PROPN PUNCT PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p1.lang1.s1,"Доброго дня , шановні колеги !","добрий день , шановний колега !",ADJ NOUN PUNCT ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p1.lang1.s2,"Я не буду дуже довго розповідати про цей закон , зачитаю тільки один абзац із висновку юридичного управління : "" Окремі положення проекту суперечать Конституції України , не враховують юридичних позицій Конституційного Суду , не узгоджуються з положенням чинного законодавства і не містять достатніх і завершених правових механізмів "" .","я не бути дуже довго розповідати про цей закон , зачитати тільки один абзац із висновок юридичний управління : "" окремий положення проект суперечити конституція Україна , не враховувати юридичний позиція конституційний суд , не узгоджуватися з положення чинний законодавство і не містити достатній і завершений правовий механізм "" .",PRON PART AUX ADV ADV VERB ADP DET NOUN PUNCT VERB PART NUM NOUN ADP NOUN ADJ NOUN PUNCT PUNCT ADJ NOUN NOUN VERB NOUN PROPN PUNCT PART VERB ADJ NOUN ADJ NOUN PUNCT PART VERB ADP NOUN ADJ NOUN CCONJ PART VERB ADJ CCONJ ADJ ADJ NOUN PUNCT PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p2.lang1.s1,"Я б дуже хотів би , щоб у залі Верховної Ради ми хоча б з цього року закінчили практику голосування відверто антиконституційних законів .","я б дуже хотіти би , щоб у зала верховний рада ми хоча б з цей рік закінчити практика голосування відверто антиконституційний закон .",PRON AUX ADV VERB AUX PUNCT SCONJ ADP NOUN ADJ NOUN PRON PART PART ADP DET NOUN VERB NOUN NOUN ADV ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p2.lang1.s2,"Я впевнений , що ви зараз провалите цю постанову , тому дуже довго свого часу витрачати на неї не буду .","я впевнений , що ви зараз провалити цей постанова , тому дуже довго свій час витрачати на вона не бути .",PRON ADJ PUNCT SCONJ PRON ADV VERB DET NOUN PUNCT ADV ADV ADV DET NOUN VERB ADP PRON PART AUX PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p3.lang1.s1,"Але я хочу звернутися на більш важливе питання - це порушення Регламенту , яке , на жаль , стало практикою в цій залі , а не окремими навіть випадками .","але я хотіти звернутися на більш важливий питання – це порушення регламент , який , на жаль , стати практика в цей зала , а не окремий навіть випадок .",CCONJ PRON VERB VERB ADP ADV ADJ NOUN PUNCT PRON NOUN NOUN PUNCT DET PUNCT ADP NOUN PUNCT VERB NOUN ADP DET NOUN PUNCT CCONJ PART ADJ PART NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p4.lang1.s1,"Я пам'ятаю , у вересні місяці тут один із кандидатів , а потім і Перший заступник Голови парламенту , так яскраво жалівся , що в нас погано працює Регламент і треба парламентська реформа .","я пам'ятати , у вересень місяць тут один із кандидат , а потім і перший заступник голова парламент , так яскраво жалітися , що в ми погано працювати регламент і треба парламентський реформа .",PRON VERB PUNCT ADP NOUN NOUN ADV NUM ADP NOUN PUNCT CCONJ ADV PART ADJ NOUN NOUN NOUN PUNCT ADV ADV VERB PUNCT SCONJ ADP PRON ADV VERB NOUN CCONJ ADV ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p4.lang1.s2,"На жаль , немає пана Корнієнка , я хотів би в нього запитати , а як там відбувається зараз парламентська реформа ?","на жаль , немає пан Корнієнко , я хотіти би в він запитати , а як там відбуватися зараз парламентський реформа ?",ADP NOUN PUNCT ADV NOUN PROPN PUNCT PRON VERB AUX ADP PRON VERB PUNCT CCONJ ADV ADV VERB ADV ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p4.lang1.s3,"Що у нас з Регламентом новим , який нам тут обіцяли , що підготують разом з європейськими партнерами ?","що у ми з регламент новий , який ми тут обіцяти , що підготувати разом з європейський партнер ?",PRON ADP PRON ADP NOUN ADJ PUNCT DET PRON ADV VERB PUNCT SCONJ VERB ADV ADP ADJ NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p5.lang1.s1,"Як так сталося , що телеканал "" Рада "" передали в ручне керування Офісу Президента ?","як так статися , що телеканал "" Рада "" передати в ручний керування офіс президент ?",ADV ADV VERB PUNCT SCONJ NOUN PUNCT PROPN PUNCT VERB ADP ADJ NOUN NOUN NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p5.lang1.s2,"Як так сталося , що збираються голови фракцій на нараді , а потім Офіс Президента повністю відміняє всі рішення .","як так статися , що збиратися голова фракція на нарада , а потім офіс президент повністю відміняти весь рішення .",ADV ADV VERB PUNCT SCONJ VERB NOUN NOUN ADP NOUN PUNCT CCONJ ADV NOUN NOUN ADV VERB DET NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p5.lang1.s3,"І студія там же залишається , і окремі експерти або ведучі залишаються , хоч це обіцяли .","і студія там же залишатися , і окремий експерт або ведучий залишатися , хоч це обіцяти .",CCONJ NOUN ADV PART VERB PUNCT CCONJ ADJ NOUN CCONJ NOUN VERB PUNCT SCONJ PRON VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p6.lang1.s1,"Як так сталося , що ми повністю втратили парламентський контроль , і міністри перед звільненням не хочуть навіть звітувати ?","як так статися , що ми повністю втратити парламентський контроль , і міністр перед звільнення не хотіти навіть звітувати ?",ADV ADV VERB PUNCT SCONJ PRON ADV VERB ADJ NOUN PUNCT CCONJ NOUN ADP NOUN PART VERB PART VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p6.lang1.s2,"Ну , взагалі , як так сталося , що з цієї трибуни нам обіцяли , що щось змінять по парламенту , а залишилося все , як є або стало ще гірше , навіть набагато гірше .","ну , взагалі , як так статися , що з цей трибуна ми обіцяти , що щось змінити по парламент , а залишитися все , як бути або стати ще гірше , навіть набагато гірше .",PART PUNCT ADV PUNCT ADV ADV VERB PUNCT SCONJ ADP DET NOUN PRON VERB PUNCT SCONJ PRON VERB ADP NOUN PUNCT CCONJ VERB PRON PUNCT ADV VERB CCONJ VERB ADV ADV PUNCT PART ADV ADV PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p7.lang1.s1,"На жаль , пана Корнієнка немає , тому , сподіваюся , він коли прибуде в залу , відповість на ці запитання .","на жаль , пан Корнієнко немає , тому , сподіватися , він коли прибути в зала , відповісти на цей запитання .",ADP NOUN PUNCT NOUN PROPN ADV PUNCT ADV PUNCT VERB PUNCT PRON SCONJ VERB ADP NOUN PUNCT VERB ADP DET NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p8.lang1.s1,Постанову можете провалювати .,постанова могти провалювати .,NOUN VERB VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u23.p8.lang1.s2,Дякую .,дякувати .,VERB PUNCT
ParlaMint-UA_2022-01-25-m0.u230.p1.lang1.s1,"Олексій Кучеренко , фракція "" Батьківщина "" , голова Спілки власників житла України .","Олексій Кучеренко , фракція "" Батьківщина "" , голова спілка власник житло Україна .",PROPN PROPN PUNCT NOUN PUNCT PROPN PUNCT PUNCT NOUN NOUN NOUN NOUN PROPN PUNCT
ParlaMint-UA_2022-01-25-m0.u230.p1.lang1.s2,"Шановні колеги , зараз я вам просто хочу пояснити , чому "" Батьківщина "" не може голосувати , при всій повазі до пані заступниці міністра , до міністра Чернишова , за цей закон .","шановний колега , зараз я ви просто хотіти пояснити , чому "" Батьківщина "" не могти голосувати , при весь повага до пані заступниця міністр , до міністр Чернишов , за цей закон .",ADJ NOUN PUNCT ADV PRON PRON PART VERB VERB PUNCT ADV PUNCT PROPN PUNCT PART VERB VERB PUNCT ADP DET NOUN ADP NOUN NOUN NOUN PUNCT ADP NOUN PROPN PUNCT ADP DET NOUN PUNCT
ParlaMint-UA_2022-01-25-m0.u230.p1.lang1.s3,"Бо , на жаль , шановні "" слуги народу "" , ще до вас в 15-16-му роках був обраний хибний шлях реформування житлової сфери .","бо , на жаль , шановний "" слуга народ "" , ще до ви в 15-16-й рік бути обраний хибний шлях реформування житловий сфера .",SCONJ PUNCT ADP NOUN PUNCT ADJ PUNCT NOUN NOUN PUNCT PUNCT ADV ADP PRON ADP ADJ NOUN AUX ADJ ADJ NOUN NOUN ADJ NOUN PUNCT
